title,chart_week,performer,peak_pos,wks_on_chart,album_name,release_date,popularity,explicit,listeners,play_count,duration_s,genre
Crying On A Suitcase,2013-03-02,Casey James,88,9,Casey James,2012-03-19,36,False,20894,97998,221.386,country
Let There Be Cowgirls,2013-02-23,Chris Cagle,96,3,Back In The Saddle,2012-06-26,54,False,22071,97416,273.48,country
Clique,2013-02-16,Kanye West,12,22,Kanye West Presents Good Music Cruel Summer,2012-01-01,66,True,377648,2415134,293.613,rap
Take A Walk,2013-02-16,Passion Pit,84,22,Gossamer,2012-07-23,69,False,812455,5819027,264.493,indie
Beer Money,2013-02-16,Kip Moore,51,20,Up All Night,2012-01-01,60,False,52013,241413,218.146,country
Bandz A Make Her Dance,2013-02-09,Juicy J,29,20,El Tiki (feat. Big Mancilla),2009-12-12,57,False,61633,265333,268.746,crunk
Rest Of My Life,2013-02-09,Ludacris,72,10,Rest Of My Life (Remixes),2013-01-01,22,False,56941,233170,380.413,southern hip hop
Til My Last Day,2013-02-09,Justin Moore,51,20,Outlaws Like Me,2011-06-21,37,False,30313,128639,237.466,country
Feel Again,2013-01-26,OneRepublic,36,20,Native,2013-01-01,60,False,227656,1513994,185.08,soft pop
I Dreamed A Dream,2013-01-26,Anne Hathaway,69,3,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),2013-01-01,55,False,65597,364134,277.533,musicals
Don't Wake Me Up,2013-01-19,Chris Brown,10,28,Fortune (Expanded Edition),2012-07-03,68,False,317166,1737404,222.306,r&b
Kiss Tomorrow Goodbye,2013-01-19,Luke Bryan,29,20,Tailgates & Tanlines,2011-01-01,74,False,111896,871696,203.133,country
Creepin',2013-01-19,Eric Church,56,20,Chief,2011-01-01,58,False,54183,250665,232.72,country
El Cerrito Place,2013-01-19,Kenny Chesney,72,13,Welcome To The Fishbowl,2012-06-19,45,False,17529,76731,351.613,country
Young & Gettin' It,2013-01-19,Meek Mill,86,10,Procrastination Kills 4,2012-09-04,21,True,1162,4882,205.76,rap
Did It For The Girl,2013-01-19,Greg Bates,66,16,Greg Bates EP,2012-01-01,42,False,26853,105862,191.293,country
On My Own,2013-01-19,Samantha Barks,97,1,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),2013-01-01,53,False,112272,654888,191.066,musicals
Birthday Song,2013-01-05,2 Chainz,47,20,Based On A T.R.U. Story (Deluxe),2012-01-01,45,True,156391,602084,306.6,southern hip hop
The One That Got Away,2013-01-05,Jake Owen,51,20,Barefoot Blue Jean Night,2011-08-26,56,False,56837,260097,194.173,country
Finally Found You,2012-12-29,Enrique Iglesias,24,14,Finally Found You,2012-01-01,19,False,59277,323586,209.933,latin pop
Come Wake Me Up,2012-12-22,Rascal Flatts,52,20,Changed,2012-01-01,36,False,34578,178396,266.293,country
Blown Away,2012-12-15,Carrie Underwood,20,22,Blown Away,2012-05-01,66,False,182045,1288356,240.133,country
Fastest Girl In Town,2012-12-15,Miranda Lambert,47,19,Four The Record,2011-11-01,53,False,49122,215122,197.6,country
Take A Little Ride,2012-12-15,Jason Aldean,12,20,Night Train,2012-10-16,63,False,54101,296234,187.613,country
Titanium,2012-12-08,David Guetta,7,33,Nothing but the Beat (Bonus Commentary),2011-08-30,10,False,165994,1369504,31.28,edm
Hard To Love,2012-12-01,Lee Brice,27,23,Hard 2 Love,2012-04-24,72,False,102432,680077,224.293,country
Wide Awake,2012-12-01,Katy Perry,2,26,Teenage Dream: The Complete Confection,2012-03-12,79,False,889218,7458021,220.946,pop
Put It Down,2012-12-01,Brandy,65,14,Cock Cakes,2012-06-01,4,True,24425,88894,147.051,r&b
Lovin' You Is Fun,2012-12-01,Easton Corbin,57,20,All Over The Road,2012-01-01,61,False,50646,227926,199.013,country
Dive In,2012-12-01,Trey Songz,77,12,Chapter V (Deluxe),2012-08-17,50,False,49997,203763,252.453,r&b
Mercy,2012-11-24,Kanye West,13,32,Mercy,2012-01-01,73,True,649606,4392260,329.32,rap
I Won't Give Up,2012-11-17,Jason Mraz,8,44,Love Is a Four Letter Word,2012-04-13,75,False,648941,4755574,240.165,soft pop
Numb,2012-11-17,Usher,69,7,Looking 4 Myself (Expanded Edition),2012-06-12,44,False,71572,331421,225.52,r&b
Babel,2012-11-10,Mumford,60,5,Babel (Deluxe Version),2012-09-21,75,False,468481,3151871,276.72,folk
Pontoon,2012-11-03,Little Big Town,22,20,Tornado,2012-01-01,46,False,98565,458651,212.32,country
She's So Mean,2012-11-03,matchbox twenty,40,17,North (Deluxe Edition),2012-08-31,65,False,132726,921673,232.32,post-grunge
Whispers In The Dark,2012-11-03,Mumford,81,4,Babel (Deluxe Version),2012-09-21,42,False,339123,1978585,195.866,folk
Cowboys And Angels,2012-10-27,Dustin Lynch,40,22,Dustin Lynch,2012-08-21,68,False,68242,321099,227.72,country
Shinin' On Me,2012-10-27,Jerrod Niemann,92,7,Free The Music,2012-10-02,34,False,17867,64449,194.573,country
Holland Road,2012-10-27,Mumford,84,3,Babel (Deluxe Version),2012-09-21,42,False,329888,1944698,253.146,folk
Over,2012-10-27,Blake Shelton,43,18,Red River Blue (Deluxe Edition),2011-07-12,28,False,40948,184061,193.146,country
Ghosts That We Knew,2012-10-27,Mumford,88,3,Babel (Deluxe Version),2012-09-21,45,False,322177,1980355,339.72,folk
Lover's Eyes,2012-10-20,Mumford,85,2,Babel (Deluxe Version),2012-09-21,42,False,5120,29595,321.226,folk
Lover Of The Light,2012-10-20,Mumford,97,1,Babel (Deluxe Version),2012-09-21,49,False,371604,2296799,314.786,folk
Heart Attack,2012-10-13,Trey Songz,35,26,Chapter V (Deluxe),2012-08-17,61,True,88833,524227,233.146,r&b
Why Ya Wanna,2012-10-13,Jana Kramer,50,22,Jana Kramer,2012-06-01,54,False,36519,189315,221.373,country
Come Over,2012-10-13,Kenny Chesney,23,20,Welcome To The Fishbowl,2012-06-19,62,False,66486,391258,248.426,country
Dark Side,2012-10-13,Kelly Clarkson,42,15,Stronger (Deluxe Version),2011-10-24,45,False,147662,1205147,224.506,christmas
For You,2012-10-13,Keith Urban,55,18,Act of Valor,2012-04-02,33,False,29584,155019,288.24,country
To The World,2012-10-13,Kanye West,70,2,Kanye West Presents Good Music Cruel Summer,2012-01-01,44,True,78819,344889,230.946,rap
Burn It Down,2012-10-06,Linkin Park,30,23,LIVING THINGS,2012-06-19,81,False,821014,8098931,230.253,nu metal
5-1-5-0,2012-10-06,Dierks Bentley,33,20,Home,2012-01-01,69,False,82809,448197,182.893,country
Time Is Love,2012-09-29,Josh Turner,44,25,Punching Bag,2012-01-01,60,False,46255,244862,200.373,country
Scream,2012-09-29,Usher,9,21,Looking 4 Myself (Expanded Edition),2012-06-12,74,False,395516,2366276,234.693,r&b
That's Why I Pray,2012-09-29,Big,82,10,Hillbilly Jedi,2012-09-18,34,False,1,1,241.893,salsa choke
Oh Love,2012-09-29,Green Day,97,4,¡UNO!,2012-09-24,58,False,195177,1152509,303.293,punk
Tongue Tied,2012-09-22,Grouplove,42,20,Never Trust a Happy Song,2011-09-02,84,False,1458322,13867911,218.013,indie
The Wind,2012-09-22,Zac Brown Band,70,11,Uncaged,2012-07-06,51,False,38968,192743,176.8,country
Stronger (What Doesn't Kill You),2012-09-15,Kelly Clarkson,1,37,Stronger (Deluxe Version),2011-10-24,78,False,738502,4559051,221.946,christmas
My Homies Still,2012-09-15,Lil Wayne,38,13,Dreamchasers 2,2012-05-07,27,True,20791,68185,262.6,rap
Wanted You More,2012-09-15,Lady Antebellum,34,5,Own The Night,2011-09-13,45,False,46999,229926,242.08,country
(Kissed You) Good Night,2012-09-01,Gloriana,34,20,A Thousand Miles Left Behind,2012-07-27,52,False,46095,256824,232.903,canzone napoletana
Neon,2012-09-01,Chris Young,92,4,Neon,2011-07-11,66,False,23176,104284,220.173,country
Glass,2012-09-01,Thompson Square,84,11,Thompson Square,2011-02-08,39,False,31271,109313,231.68,country
Drunk On You,2012-08-25,Luke Bryan,16,24,Tailgates & Tanlines,2011-01-01,74,False,165070,954335,213.546,country
New Day,2012-08-18,50 Cent,79,1,DJ Drake: Dopefein Lullaby's,2010-05-18,18,False,31182,106518,270.813,east coast hip hop
Something To Do With My Hands,2012-08-18,Thomas Rhett,93,4,Something To Do With My Hands,2012-01-01,31,False,27734,111891,200.56,country
Even If It Breaks Your Heart,2012-08-11,Eli Young Band,29,20,Life At Best,2011-01-01,72,False,124811,734460,220.52,country
Springsteen,2012-08-11,Eric Church,19,22,Chief,2011-01-01,84,False,274093,2295156,263.386,country
Beers Ago,2012-08-11,Toby Keith,52,15,Clancy's Tavern,2011-10-21,55,False,40379,184074,206.64,country
New God Flow,2012-08-11,Pusha T Kanye West,89,1,New God Flow,2012-01-01,52,True,4,5,294.906,latin hip hop
HYFR (Hell Ya F*****g Right),2012-08-04,Drake,62,20,Seattle,2009-12-31,10,True,221,852,390.0,rap
Part Of Me,2012-07-28,Katy Perry,1,22,Teenage Dream: The Complete Confection,2012-03-12,77,False,1005309,8400368,216.16,pop
Climax,2012-07-21,Usher,17,20,Looking 4 Myself (Expanded Edition),2012-06-12,64,False,290645,1592560,232.906,r&b
Good Girl,2012-07-21,Carrie Underwood,18,20,Blown Away,2012-05-01,63,False,160875,1037297,205.56,country
Fly Over States,2012-07-21,Jason Aldean,32,20,My Kinda Party,2010-11-02,73,False,102424,536747,218.2,country
Wipe Your Eyes,2012-07-14,Maroon 5,80,1,Overexposed Track By Track,2012-01-01,47,False,89817,542626,214.853,pop
Lost In The Echo,2012-07-14,Linkin Park,95,1,LIVING THINGS,2012-06-19,75,False,443512,4334928,205.12,nu metal
Turn Up The Music,2012-07-14,Chris Brown,10,20,Fortune (Expanded Edition),2012-07-03,69,False,344622,1927976,227.973,r&b
Somethin' 'Bout A Truck,2012-07-07,Kip Moore,29,20,Up All Night,2012-01-01,72,False,108245,601956,213.826,country
Set Fire To The Rain,2012-07-07,Adele,1,43,21,2011-01-24,82,False,1783458,18305412,242.973,soft pop
No Hurry,2012-07-07,Zac Brown Band,50,16,You Get What You Give,2010-09-20,56,False,55429,262254,226.226,country
Rumour Has It,2012-06-30,Adele,16,27,21,2011-01-24,68,False,1053616,8037876,223.266,soft pop
Shadow Days,2012-06-23,John Mayer,42,3,Born and Raised,2012-05-18,52,False,173508,1037529,228.173,singer-songwriter
Banjo,2012-06-23,Rascal Flatts,51,17,Changed,2012-01-01,32,False,33508,146180,257.053,country
Turn Me On,2012-06-16,David Guetta,4,27,Control System,2012-05-11,44,True,70053,505229,348.783,edm
Better Than I Used To Be,2012-06-16,Tim McGraw,52,20,Emotional Traffic,2012-01-24,50,False,35627,174334,201.0,country
Over You,2012-06-16,Miranda Lambert,35,20,Four The Record,2011-11-01,58,False,83587,414141,253.373,country
Drink On It,2012-06-16,Blake Shelton,39,19,Red River Blue (Deluxe Edition),2011-07-12,32,False,42607,221595,211.066,country
Dancin' Away With My Heart,2012-06-02,Lady Antebellum,46,19,Own The Night,2011-09-13,54,False,69415,312454,232.973,country
This Ole Boy,2012-06-02,Craig Morgan,87,9,This Ole Boy,2012-02-28,42,False,32728,106092,263.586,country
A Woman Like You,2012-05-19,Lee Brice,33,20,Hard 2 Love,2012-04-24,62,False,58252,350962,209.786,country
Scary Monsters And Nice Sprites,2012-05-19,Skrillex,69,14,Scary Monsters and Nice Sprites (Deluxe Tour Edition),2010-12-21,60,False,744610,4818803,243.852,dubstep
Alone With You,2012-05-05,Jake Owen,41,20,Barefoot Blue Jean Night,2011-08-26,56,False,76497,326077,210.973,country
Way Too Cold,2012-05-05,Kanye West,86,1,Kanye West Presents Good Music Cruel Summer,2012-01-01,24,False,2037,11253,216.653,rap
Ni**as in Paris,2012-04-28,Jay Z Kanye West,5,36,Watch The Throne,2011-08-08,83,True,18,123,219.333,latin hip hop
A Thousand Years,2012-04-28,Christina Perri,31,26,a thousand years,2011-10-18,86,False,888088,7093419,285.12,soft pop
Sex Ain't Better Than Love,2012-04-28,Trey Songz,80,6,Inevitable,2011-11-25,44,False,17586,70756,263.933,r&b
Where I Come From,2012-04-28,Montgomery Gentry,71,15,Rebels On The Run,2011-10-14,68,False,61554,341491,201.84,country
Mirror,2012-04-28,Lil Wayne,16,17,Riddim Driven: White Liva,2006-12-19,9,False,228110,1074008,156.066,rap
You Gonna Fly,2012-04-28,Keith Urban,54,18,Get Closer,2010-11-16,22,False,28180,218292,216.866,country
Bully,2012-04-21,Shinedown,94,2,Amaryllis,2012-03-23,62,False,124483,916460,242.746,post-grunge
Someone Like You,2012-04-14,Adele,1,39,21,2011-01-24,81,False,1887208,18134167,285.24,soft pop
Rolling In The Deep,2012-04-14,Adele,1,65,21,2011-01-24,81,False,2306450,22986520,228.093,soft pop
Levels,2012-04-14,Avicii,60,20,Levels,2011-10-28,68,False,632969,4327096,338.866,edm
She Doesn't Mind,2012-04-14,Sean Paul,78,1,Tomahawk Technique,2012-01-24,80,False,351796,2565259,227.786,dancehall
Love's Gonna Make It Alright,2012-04-14,George Strait,61,11,Here For A Good Time,2011-01-01,46,False,25695,96644,228.893,country
Naked,2012-04-14,Dev,99,1,The Night The Sun Came Up,2012-01-01,46,False,46971,216107,236.933,pentecostal
The One That Got Away,2012-04-07,Katy Perry,3,24,Teenage Dream: The Complete Confection,2012-03-12,76,False,1462141,14443968,227.333,pop
Without You,2012-04-07,David Guetta,4,30,Nothing but the Beat (Bonus Commentary),2011-08-30,10,False,70186,517886,31.28,edm
Home,2012-04-07,Dierks Bentley,44,20,Home,2012-01-01,69,False,46864,167964,182.893,country
Come Away To The Water,2012-04-07,Maroon 5,83,1,Tical 2000: Judgement Day,1998-10-11,33,True,46137,196896,253.933,pop
Lonely Boy,2012-04-07,The Black Keys,64,20,El Camino,2011-12-06,72,False,1293228,12389359,193.653,blues rock
Reality,2012-04-07,Kenny Chesney,62,20,Hemingway's Whiskey,2010-09-28,48,False,31955,129906,210.64,country
Shake It Out,2012-03-31,Florence + The Machine,72,20,Ceremonials (Original Deluxe Version),2011-01-01,72,False,1083403,11107432,277.6,baroque pop
Gotta Have It,2012-03-31,Jay Z Kanye West,69,11,Watch The Throne,2011-08-08,64,True,17,41,140.746,latin hip hop
Work Out,2012-03-24,J. Cole,13,28,Cole World: The Sideline Story,2011-09-27,84,True,956387,8945596,235.32,rap
Red Solo Cup,2012-03-24,Toby Keith,15,20,Clancy's Tavern,2011-10-21,72,False,159047,757151,223.386,country
I Don't Want This Night To End,2012-03-17,Luke Bryan,22,23,Tailgates & Tanlines,2011-01-01,78,False,175992,1151141,219.973,country
When I'm Gone,2012-03-17,Wiz Khalifa,57,4,Rolling Papers,2011-03-29,56,True,141850,719823,248.56,rap
Just A Kiss,2012-03-03,Lady Antebellum,7,42,Own The Night,2011-09-13,68,False,173358,1077801,218.84,country
I'm Gonna Love You Through It,2012-03-03,Martina McBride,61,20,Eleven,2011-01-01,48,False,26895,94189,227.613,country
Raise Your Weapon,2012-03-03,deadmau5,100,1,Better Dayz,2002-01-01,37,True,169178,972243,299.36,edm
Mr. Know It All,2012-02-25,Kelly Clarkson,10,23,Stronger (Deluxe Version),2011-10-24,52,False,223598,1666320,232.52,christmas
Keep Me In Mind,2012-02-25,Zac Brown Band,35,20,You Get What You Give,2010-09-20,66,False,86613,462800,214.106,country
La Isla Bonita,2012-02-25,Glee Cast,99,1,En Honor A La Verdad,2003-01-01,44,False,5553,72506,221.51,christmas
Drink In My Hand,2012-02-18,Eric Church,40,20,Chief,2011-01-01,79,False,164462,1019406,191.306,country
Tattoos On This Town,2012-02-18,Jason Aldean,38,20,My Kinda Party,2010-11-02,63,False,87654,349887,202.466,country
Bait A Hook,2012-02-18,Justin Moore,63,10,Outlaws Like Me,2011-06-21,42,False,50387,228799,211.733,country
Headlines,2012-02-11,Drake,13,25,Take Care (Deluxe),2011-11-15,85,True,855261,10538473,235.986,rap
Marry The Night,2012-02-11,Lady Gaga,29,12,Born This Way (International Special Edition Version),2011-05-23,67,False,622310,8020889,264.52,art pop
Kyoto,2012-02-11,Skrillex,74,4,Weekends!!! (feat. Sirah),2010-10-25,41,False,29689,164778,285.407,dubstep
Camouflage,2012-02-11,Brad Paisley,87,9,This Is Country Music,2011-05-23,42,False,28472,102973,266.146,country
When We Stand Together,2012-01-28,Nickelback,44,16,Here and Now,2011-11-14,70,False,328607,2646715,190.786,post-grunge
God Gave Me You,2012-01-14,Blake Shelton,22,25,Red River Blue (Deluxe Edition),2011-07-12,52,False,102370,564980,229.533,country
We Owned The Night,2012-01-14,Lady Antebellum,31,20,Own The Night,2011-09-13,51,False,86934,385531,197.8,country
Blunt Blowin,2012-01-14,Lil Wayne,33,6,Tha Carter IV (Complete Edition),2011-08-29,67,True,119914,525583,312.96,rap
First Of The Year (Equinox),2012-01-14,Skrillex,85,3,More Monsters and Sprites EP,2011-06-07,67,False,509966,3614083,261.517,dubstep
Baggage Claim,2012-01-07,Miranda Lambert,44,20,Four The Record,2011-11-01,44,False,35539,140304,197.546,country
I Got You,2011-12-31,Thompson Square,68,18,Thompson Square,2011-02-08,31,False,34862,102590,183.866,country
Marvins Room,2011-12-17,Drake,21,18,Take Care (Deluxe),2011-11-15,78,True,736636,8121329,347.226,rap
Good Life,2011-12-10,OneRepublic,8,35,Waking Up,2009-01-01,78,True,676461,4840682,253.306,soft pop
One More Drinkin' Song,2011-12-10,Jerrod Niemann,72,18,Judge Jerrod & The Hung Jury,2010-07-13,45,False,54712,153630,167.813,country
Lullaby,2011-12-10,Nickelback,89,1,Here and Now,2011-11-14,70,False,222901,1784094,228.106,post-grunge
Crazy Girl,2011-12-03,Eli Young Band,30,36,Life At Best,2011-01-01,73,False,128022,709920,200.706,country
Criminal,2011-12-03,Britney Spears,55,6,Femme Fatale (Deluxe Version),2011-03-28,77,False,666725,6117193,225.08,pop
Footloose,2011-12-03,Blake Shelton,63,2,Loaded: The Best of Blake Shelton,2010-11-09,51,False,27391,138736,218.493,country
Shot For Me,2011-12-03,Drake,100,1,Take Care (Deluxe),2011-11-15,74,True,465775,3949604,224.72,rap
Come Home,2011-11-26,Faith Hill,82,1,Come Home,2011-11-09,16,False,3643,19923,338.053,country
Cost Of Livin',2011-11-26,Ronnie Dunn,86,8,Ronnie Dunn (Expanded Edition),2011-06-07,48,False,23307,72621,250.48,country
Here For A Good Time,2011-11-26,George Strait,46,20,Here For A Good Time,2011-01-01,72,False,80637,457415,180.266,country
The Adventures Of Rain Dance Maggie,2011-11-26,Red Hot Chili Peppers,38,17,I'm with You,2011-08-29,69,True,466849,3344642,282.4,funk rock
Long Hot Summer,2011-11-26,Keith Urban,45,18,Get Closer,2010-11-16,51,False,69972,457024,273.586,country
How To Love,2011-11-19,Lil Wayne,5,24,Tha Carter IV (Explicit Version),2011-01-01,67,False,202435,1516124,240.306,rap
Take A Back Road,2011-11-19,Rodney Atkins,23,23,Take A Back Road,2011-10-04,72,False,124311,641045,208.586,country
Better With The Lights Off,2011-11-19,New Boyz Feat. Chris Brown,38,19,Too Cool to Care,2011-05-13,40,True,1009,7346,219.08,champeta
Sweat,2011-11-12,Bow Wow,48,1,ARTS & ENTERTAINMENT,2009-07-05,18,True,4717,13792,187.493,r&b
Lessons In Love,2011-11-12,Kaskade,94,1,Fat Chance,2002-01-01,25,False,22339,85492,299.773,edm
I Wanna Go,2011-11-05,Britney Spears,7,20,Femme Fatale (Deluxe Version),2011-03-28,76,False,697939,7063379,210.266,pop
The Edge Of Glory,2011-11-05,Lady Gaga,3,24,Born This Way (International Special Edition Version),2011-05-23,73,False,827381,8488313,320.546,art pop
Made In America,2011-11-05,Toby Keith,40,20,Clancy's Tavern,2011-10-21,67,False,65728,324980,193.133,country
Got 2 Luv U,2011-11-05,Sean Paul,84,6,Ferrari Boyz (Deluxe),2011-08-05,13,True,15103,84716,293.0,dancehall
Quickie,2011-11-05,Miguel,62,14,All I Want Is You,2010-11-26,56,False,125357,507772,226.36,vallenato
Lost In Paradise,2011-10-29,Evanescence,99,1,Evanescence,2011-01-01,53,False,135091,1250268,282.293,alternative metal
Barefoot Blue Jean Night,2011-10-22,Jake Owen,21,24,Barefoot Blue Jean Night,2011-08-26,79,False,232200,1219602,167.426,country
Dirt Road Anthem,2011-10-22,Jason Aldean,7,27,My Kinda Party,2010-11-02,80,False,258843,1420336,229.4,country
Love Don't Run,2011-10-22,Steve Holy,78,7,Love Don't Run,2011-09-13,34,False,12886,46078,219.266,country
No Sleep,2011-10-22,Wiz Khalifa,6,15,Rolling Papers,2011-03-29,66,True,308135,1686606,191.32,rap
Somewhere,2011-10-15,Glee Cast,75,1,Glee: The Music presents The Warblers,2011-04-19,60,False,22320,102471,184.653,christmas
After Midnight,2011-10-15,Blink-182,88,1,Neighborhoods (Deluxe Explicit Version),2011-09-27,55,False,229164,2074026,206.866,pop punk
Fish,2011-10-15,Craig Campbell,83,10,Craig Campbell,2011-04-05,51,False,35977,126566,167.68,country
Walk,2011-10-15,Foo Fighters,83,13,Wasting Light,2011-04-12,71,False,671623,5539609,255.96,rock
Love Done Gone,2011-10-08,Billy Currington,58,15,Enjoy Yourself,2010-01-01,50,False,48872,140039,210.746,country
Police Dog Blues,2011-10-01,Hugh Laurie,58,2,Let Them Talk (Bonus Track Version),2011-05-09,19,False,51592,228437,213.013,blues
Where Them Girls At,2011-10-01,David Guetta,14,20,Where them Girls at [Karaoke Version] (Originally Performed By David Guetta Featuring FLO RIDA & Nicki Minaj),2011-09-20,0,False,62498,412917,225.306,edm
